B1_004,B2_006,B3_008,B6_014,B7_016,F_020,L1_002,L2_018,M_B1,M_B2,M_B3,M_B6,M_L1,M_L2,B1_003,B2_005,B3_007,B6_013,F_019,L1_001,L2_017,M_F
5.844957,1.580767,6.176611,5.188029,3.885293,9.072922,7.61021,6.058304,4.862995,3.7071085,4.7584445,4.420987,5.2431825,3.565028,3.881033,5.83345,3.340278,3.653945,1.099467,2.876155,1.071752,5.0861945
6.128,1.873766,6.452487,5.489328,4.187126,9.37277,7.902944,6.351031,5.0045165,3.853608,4.8963825,4.5716365,5.3895495,3.7113915,3.881033,5.83345,3.340278,3.653945,1.099467,2.876155,1.071752,5.2361185
5.844957,1.580767,6.176611,5.188029,3.885293,9.072922,7.61021,6.058304,4.6173185,3.462416,4.5110515,4.1699745,4.995125,3.310985,3.38968,5.344065,2.845492,3.15192,0.590466,2.38004,0.563666,4.831694
5.844957,1.580767,6.176611,5.188029,3.885293,9.072922,7.61021,6.058304,4.699211,3.54398,4.5935155,4.2536455,5.0778105,3.395666,3.553465,5.507193,3.01042,3.319262,0.760133,2.545411,0.733028,4.9165275
4.99583,0.70177,5.348982,4.28413,2.979795,8.173377,6.732006,5.180121,4.192755,3.0229175,4.097237,3.718025,4.556023,2.8718935,3.38968,5.344065,2.845492,3.15192,0.590466,2.38004,0.563666,4.3819215
4.99583,0.70177,5.348982,4.28413,2.979795,8.173377,6.732006,5.180121,4.110863,2.9413535,4.0147725,3.6343545,4.473337,2.787212,3.225896,5.180937,2.680563,2.984579,0.420799,2.214668,0.394303,4.297088
4.146702,-0.177226,4.521353,3.380231,2.074297,7.273832,5.853803,4.301938,3.276839,2.094035,3.188636,2.764051,3.6208065,1.9247155,2.406976,4.365296,1.855919,2.147871,-0.427536,1.38781,-0.452507,3.423148
4.429744,0.115773,4.797229,3.681531,2.37613,7.57368,6.146537,4.594666,3.500252,2.3220985,3.4090385,2.9983715,3.849859,2.1557605,2.57076,4.528424,2.020848,2.315212,-0.257869,1.553181,-0.283145,3.6579055
4.429744,0.115773,4.797229,3.681531,2.37613,7.57368,6.146537,4.594666,3.500252,2.3220985,3.4090385,2.9983715,3.849859,2.1557605,2.57076,4.528424,2.020848,2.315212,-0.257869,1.553181,-0.283145,3.6579055
4.146702,-0.177226,4.521353,3.380231,2.074297,7.273832,5.853803,4.301938,3.440623,2.2571635,3.353565,2.9313925,3.786178,2.0940775,2.734544,4.691553,2.185777,2.482554,-0.088202,1.718553,-0.113783,3.592815
3.297574,-1.056223,3.693724,2.476332,1.168799,6.374287,4.975599,3.423755,2.852275,1.6545365,2.7748215,2.3121015,3.1817045,1.485624,2.406976,4.365296,1.855919,2.147871,-0.427536,1.38781,-0.452507,2.9733755
2.448446,-1.935219,2.866095,1.572433,0.263301,5.474742,4.097396,2.545572,2.2639265,1.0519105,2.1960785,1.69281,2.577231,0.87717,2.079407,4.03904,1.526062,1.813187,-0.76687,1.057066,-0.791232,2.353936
2.165404,-2.228218,2.590219,1.271134,-0.038531,5.174894,3.804661,2.252845,1.8767295,0.6607185,1.810747,1.2911485,2.182806,0.4767635,1.588055,3.549655,1.031275,1.311163,-1.275871,0.560951,-1.299318,1.9495115
2.165404,-2.228218,2.590219,1.271134,-0.038531,5.174894,3.804661,2.252845,1.7129455,0.4975905,1.6458185,1.1238065,2.0174345,0.3074015,1.260487,3.223399,0.701418,0.976479,-1.615205,0.230208,-1.638042,1.7798445
2.448446,-1.935219,2.866095,1.572433,0.263301,5.474742,4.097396,2.545572,1.8544665,0.64409,1.7837565,1.274456,2.163802,0.453765,1.260487,3.223399,0.701418,0.976479,-1.615205,0.230208,-1.638042,1.9297685
2.448446,-1.935219,2.866095,1.572433,0.263301,5.474742,4.097396,2.545572,1.9363585,0.725654,1.866221,1.358127,2.246488,0.538446,1.424271,3.386527,0.866347,1.143821,-1.445538,0.39558,-1.46868,2.014602
2.448446,-1.935219,2.866095,1.572433,0.263301,5.474742,4.097396,2.545572,1.8544665,0.64409,1.7837565,1.274456,2.163802,0.453765,1.260487,3.223399,0.701418,0.976479,-1.615205,0.230208,-1.638042,1.9297685
1.599319,-2.814216,2.038466,0.668534,-0.642197,4.575197,3.219192,1.667389,1.429903,0.2045915,1.369942,0.8225065,1.7247,0.0146735,1.260487,3.223399,0.701418,0.976479,-1.615205,0.230208,-1.638042,1.479996
1.033234,-3.400214,1.486714,0.065935,-1.245862,3.9755,2.633723,1.081934,0.983076,-0.2515355,0.929137,0.3538655,1.266594,-0.447416,0.932918,2.897143,0.37156,0.641796,-1.954539,-0.100535,-1.976766,1.0104805
1.599319,-2.814216,2.038466,0.668534,-0.642197,4.575197,3.219192,1.667389,1.2661185,0.0414635,1.205013,0.655165,1.5593285,-0.1546885,0.932918,2.897143,0.37156,0.641796,-1.954539,-0.100535,-1.976766,1.310329
1.882361,-2.521217,2.314343,0.969834,-0.340364,4.875045,3.511927,1.960117,1.3257475,0.106399,1.2604875,0.722144,1.62301,-0.093006,0.769134,2.734015,0.206632,0.474454,-2.124206,-0.265907,-2.146129,1.3754195
1.316276,-3.107215,1.76259,0.367235,-0.944029,4.275349,2.926458,1.374662,1.4521655,0.22122,1.3969325,0.839199,1.7437045,0.037672,1.588055,3.549655,1.031275,1.311163,-1.275871,0.560951,-1.299318,1.499739
0.467148,-3.986211,0.934961,-0.536664,-1.849527,3.375804,2.048254,0.496479,0.700033,-0.544534,0.6532605,0.052566,0.9738595,-0.7401435,0.932918,2.897143,0.37156,0.641796,-1.954539,-0.100535,-1.976766,0.7106325
0.184106,-4.27921,0.659085,-0.837964,-2.15136,3.075956,1.75552,0.203751,0.312836,-0.935726,0.2679295,-0.3490965,0.5794345,-1.140551,0.441566,2.407758,-0.123226,0.139771,-2.46354,-0.596651,-2.484853,0.306208
-0.098937,-4.572209,0.383209,-1.139263,-2.453193,2.776107,1.462785,-0.088976,0.2532065,-1.000661,0.212456,-0.416075,0.515753,-1.2022335,0.60535,2.570887,0.041703,0.307113,-2.293873,-0.431279,-2.315491,0.241117
-0.665022,-5.158207,-0.168544,-1.741863,-3.056858,2.176411,0.877316,-0.674432,-0.19362,-1.4567885,-0.2283495,-0.8847165,0.057647,-1.6643235,0.277782,2.24463,-0.288155,-0.02757,-2.633207,-0.762022,-2.654215,-0.228398
-0.665022,-5.158207,-0.168544,-1.741863,-3.056858,2.176411,0.877316,-0.674432,-0.275512,-1.5383525,-0.3108135,-0.9683875,-0.025039,-1.7490045,0.113998,2.081502,-0.453083,-0.194912,-2.802874,-0.927394,-2.823577,-0.3132315
-1.231107,-5.744204,-0.720297,-2.344462,-3.660523,1.576714,0.291847,-1.259887,-0.804231,-2.076043,-0.8340835,-1.5206995,-0.565831,-2.2957755,-0.377355,1.592118,-0.94787,-0.696937,-3.311875,-1.423509,-3.331664,-0.8675805
-2.080234,-6.623201,-1.547926,-3.248361,-4.566021,0.67717,-0.586357,-2.13807,-1.2287945,-2.5155415,-1.247898,-1.972649,-1.004933,-2.734867,-0.377355,1.592118,-0.94787,-0.696937,-3.311875,-1.423509,-3.331664,-1.3173525
-2.64632,-7.209198,-2.099679,-3.85096,-5.169687,0.077473,-1.171826,-2.723525,-1.6756215,-2.971668,-1.6887035,-2.44129,-1.4630395,-3.1969565,-0.704923,1.265862,-1.277728,-1.03162,-3.651209,-1.754253,-3.670388,-1.786868
-3.77849,-8.381194,-3.203184,-5.056159,-6.377018,-1.12192,-2.342764,-3.894435,-2.487383,-3.8023585,-2.487849,-3.294902,-2.296566,-4.0364545,-1.196276,0.776477,-1.772514,-1.533645,-4.16021,-2.250368,-4.178474,-2.641065
-4.344575,-8.967191,-3.754937,-5.658758,-6.980683,-1.721617,-2.928233,-4.479891,-2.9342095,-4.258485,-2.928654,-3.763543,-2.754672,-4.4985445,-1.523844,0.450221,-2.102371,-1.868328,-4.499544,-2.581111,-4.517198,-3.1105805
-4.627618,-9.26019,-4.030813,-5.960058,-7.282516,-2.021465,-3.220967,-4.772618,-3.239515,-4.5681125,-3.231521,-4.0815345,-3.0664105,-4.8142705,-1.851412,0.123965,-2.432229,-2.203011,-4.838878,-2.911854,-4.855923,-3.4301715
-4.061532,-8.674193,-3.47906,-5.357459,-6.67885,-1.421769,-2.635498,-4.187163,-2.956472,-4.275114,-2.9556445,-3.780235,-2.773676,-4.521543,-1.851412,0.123965,-2.432229,-2.203011,-4.838878,-2.911854,-4.855923,-3.1303235
-4.344575,-8.967191,-3.754937,-5.658758,-6.980683,-1.721617,-2.928233,-4.479891,-3.2617775,-4.584741,-3.2585115,-4.0982265,-3.0854155,-4.837269,-2.17898,-0.202291,-2.762086,-2.537695,-5.178212,-3.242598,-5.194647,-3.4499145
-3.212405,-7.795196,-2.651431,-4.45356,-5.773352,-0.522224,-1.757295,-3.30898,-2.5319085,-3.8356155,-2.54183,-3.3282855,-2.3345745,-4.0824515,-1.851412,0.123965,-2.432229,-2.203011,-4.838878,-2.911854,-4.855923,-2.680551
-5.731648,-7.795196,-4.747161,-4.45356,-5.773352,1.631137,-1.757295,-3.30898,-4.897674,-2.7257175,-5.023001,-3.522152,-3.629379,-3.9870865,-4.0637,2.343761,-5.298841,-2.590744,-6.911555,-5.501463,-4.665193,-2.640209
-4.91066,-7.795196,-4.306689,-4.45356,-5.773352,1.631137,-1.757295,-3.30898,-3.6267125,-4.080308,-3.616852,-3.579298,-2.582632,-4.3364945,-2.342765,-0.36542,-2.927015,-2.705036,-5.347879,-3.407969,-5.364009,-1.858371
-6.04283,-8.967191,-5.410194,-5.658759,-6.980683,0.431744,-2.928233,-4.47989,-4.3565815,-4.8294335,-4.3335335,-4.3492395,-3.333473,-5.0913115,-2.670333,-0.691676,-3.256873,-3.03972,-5.687213,-3.738713,-5.702733,-2.6277345
-7.175001,-10.139187,-6.5137,-6.863957,-8.188014,-0.767649,-4.099171,-5.650801,-5.086451,-5.5785595,-5.050215,-5.11918,-4.0843135,-5.8461295,-2.997901,-1.017932,-3.58673,-3.374403,-6.026547,-4.069456,-6.041458,-3.397098
-7.175001,-10.139187,-6.5137,-6.863957,-8.188014,-0.767649,-4.099171,-5.650801,-5.4140195,-5.904816,-5.3800725,-5.453863,-4.415057,-6.1848535,-3.653038,-1.670445,-4.246445,-4.043769,-6.705215,-4.730943,-6.718906,-3.736432
-8.024128,-11.018183,-7.341328,-7.767856,-9.093512,-1.667194,-4.977374,-6.528984,-5.920475,-6.425878,-5.876351,-5.9894835,-4.936844,-6.708626,-3.816822,-1.833573,-4.411374,-4.211111,-6.874882,-4.896314,-6.888268,-4.271038
-8.590214,-11.604181,-7.893081,-8.370456,-9.697177,-2.266891,-5.562843,-7.114439,-6.28541,-6.800441,-6.234692,-6.374454,-5.3122645,-7.0860345,-3.980606,-1.996701,-4.576303,-4.378452,-7.044549,-5.061686,-7.05763,-4.65572
-8.873256,-11.89718,-8.168957,-8.671755,-9.99901,-2.566739,-5.855578,-7.407167,-6.508823,-7.0285045,-6.455094,-6.6087745,-5.541318,-7.31708,-4.14439,-2.159829,-4.741231,-4.545794,-7.214216,-5.227058,-7.226993,-4.8904775
-9.439341,-12.483178,-8.72071,-9.274354,-10.602675,-3.166435,-6.441047,-7.992622,-7.037542,-7.566196,-6.978364,-7.1610865,-6.08211,-7.8638505,-4.635743,-2.649214,-5.236018,-5.047819,-7.723217,-5.723173,-7.735079,-5.444826
-8.873256,-11.89718,-8.168957,-8.671755,-9.99901,-2.566739,-5.855578,-7.407167,-6.7544995,-7.273197,-6.7024875,-6.859787,-5.7893755,-7.571123,-4.635743,-2.649214,-5.236018,-5.047819,-7.723217,-5.723173,-7.735079,-5.144978
-8.024128,-11.018183,-7.341328,-7.767856,-9.093512,-1.667194,-4.977374,-6.528984,-6.4118275,-6.9152625,-6.371137,-6.491508,-5.4329595,-7.2167125,-4.799527,-2.812342,-5.400946,-5.21516,-7.892884,-5.888545,-7.904441,-4.780039
-7.458043,-10.432186,-6.789576,-7.165257,-8.489846,-1.067497,-4.391905,-5.943529,-5.9650005,-6.459136,-5.9303325,-6.022867,-4.974853,-6.754623,-4.471958,-2.486086,-5.071089,-4.880477,-7.55355,-5.557801,-7.565717,-4.3105235
-6.891958,-9.846188,-6.237823,-6.562658,-7.886181,-0.467801,-3.806436,-5.358073,-5.436282,-5.9214445,-5.407063,-5.470555,-4.434061,-6.2078515,-3.980606,-1.996701,-4.576303,-4.378452,-7.044549,-5.061686,-7.05763,-3.756175
-7.175001,-10.139187,-6.5137,-6.863957,-8.188014,-0.767649,-4.099171,-5.650801,-5.5778035,-6.067944,-5.5450015,-5.6212045,-4.5804285,-6.3542155,-3.980606,-1.996701,-4.576303,-4.378452,-7.044549,-5.061686,-7.05763,-3.906099
-7.741086,-10.725185,-7.065452,-7.466557,-8.791679,-1.367346,-4.68464,-6.236256,-6.02463,-6.524071,-5.985806,-6.0898465,-5.0385345,-6.8163055,-4.308174,-2.322957,-4.90616,-4.713136,-7.383883,-5.392429,-7.396355,-4.3756145
-7.175001,-10.139187,-6.5137,-6.863957,-8.188014,-0.767649,-4.099171,-5.650801,-5.6596955,-6.149508,-5.6274655,-5.7048755,-4.6631145,-6.438897,-4.14439,-2.159829,-4.741231,-4.545794,-7.214216,-5.227058,-7.226993,-3.9909325
-7.458043,-10.432186,-6.789576,-7.165257,-8.489846,-1.067497,-4.391905,-5.943529,-5.7193245,-6.2144435,-5.6829395,-5.7718545,-4.7267955,-6.5005795,-3.980606,-1.996701,-4.576303,-4.378452,-7.044549,-5.061686,-7.05763,-4.056023
-7.741086,-10.725185,-7.065452,-7.466557,-8.791679,-1.367346,-4.68464,-6.236256,-6.02463,-6.524071,-5.985806,-6.0898465,-5.0385345,-6.8163055,-4.308174,-2.322957,-4.90616,-4.713136,-7.383883,-5.392429,-7.396355,-4.3756145
-7.741086,-10.725185,-7.065452,-7.466557,-8.791679,-1.367346,-4.68464,-6.236256,-6.02463,-6.524071,-5.985806,-6.0898465,-5.0385345,-6.8163055,-4.308174,-2.322957,-4.90616,-4.713136,-7.383883,-5.392429,-7.396355,-4.3756145
-7.458043,-10.432186,-6.789576,-7.165257,-8.489846,-1.067497,-4.391905,-5.943529,-5.8831085,-6.3775715,-5.847868,-5.9391965,-4.892167,-6.669942,-4.308174,-2.322957,-4.90616,-4.713136,-7.383883,-5.392429,-7.396355,-4.22569
-8.024128,-11.018183,-7.341328,-7.767856,-9.093512,-1.667194,-4.977374,-6.528984,-6.166151,-6.67057,-6.123744,-6.240496,-5.1849015,-6.9626695,-4.308174,-2.322957,-4.90616,-4.713136,-7.383883,-5.392429,-7.396355,-4.5255385
-8.024128,-11.018183,-7.341328,-7.767856,-9.093512,-1.667194,-4.977374,-6.528984,-6.166151,-6.67057,-6.123744,-6.240496,-5.1849015,-6.9626695,-4.308174,-2.322957,-4.90616,-4.713136,-7.383883,-5.392429,-7.396355,-4.5255385
-8.024128,-11.018183,-7.341328,-7.767856,-9.093512,-1.667194,-4.977374,-6.528984,-6.166151,-6.67057,-6.123744,-6.240496,-5.1849015,-6.9626695,-4.308174,-2.322957,-4.90616,-4.713136,-7.383883,-5.392429,-7.396355,-4.5255385
-8.30717,-11.311182,-7.617204,-8.069156,-9.395345,-1.967042,-5.270109,-6.821712,-6.307672,-6.8170695,-6.261682,-6.391146,-5.331269,-7.1090335,-4.308174,-2.322957,-4.90616,-4.713136,-7.383883,-5.392429,-7.396355,-4.6754625
-8.024128,-11.018183,-7.341328,-7.767856,-9.093512,-1.667194,-4.977374,-6.528984,-6.3299355,-6.833698,-6.288673,-6.407838,-5.350273,-7.1320315,-4.635743,-2.649213,-5.236018,-5.04782,-7.723217,-5.723172,-7.735079,-4.6952055
-8.590213,-11.60418,-7.893081,-8.370456,-9.697178,-2.26689,-5.562843,-7.114439,-6.612978,-7.1266965,-6.5645495,-6.709138,-5.6430075,-7.424759,-4.635743,-2.649213,-5.236018,-5.04782,-7.723217,-5.723172,-7.735079,-4.9950535
-9.156298,-12.190178,-8.444833,-8.973055,-10.300843,-2.866587,-6.148312,-7.699895,-7.0598045,-7.582824,-7.005354,-7.177779,-6.101114,-7.8868495,-4.963311,-2.97547,-5.565875,-5.382503,-8.062551,-6.053916,-8.073804,-5.464569
-9.156298,-12.190178,-8.444833,-8.973055,-10.300843,-2.866587,-6.148312,-7.699895,-7.1416965,-7.664388,-7.0878185,-7.26145,-6.1837995,-7.9715305,-5.127095,-3.138598,-5.730804,-5.549845,-8.232218,-6.219287,-8.243166,-5.5494025
-9.156298,-12.190178,-8.444833,-8.973055,-10.300843,-2.866587,-6.148312,-7.699895,-6.9779125,-7.5012595,-6.9228895,-7.094108,-6.018428,-7.8021685,-4.799527,-2.812341,-5.400946,-5.215161,-7.892884,-5.888544,-7.904442,-5.3797355
-9.156298,-12.190178,-8.444833,-8.973055,-10.300843,-2.866587,-6.148312,-7.699895,-7.0598045,-7.582824,-7.005354,-7.177779,-6.101114,-7.8868495,-4.963311,-2.97547,-5.565875,-5.382503,-8.062551,-6.053916,-8.073804,-5.464569
-9.722383,-12.776176,-8.996586,-9.575654,-10.904508,-3.466284,-6.733781,-8.28535,-7.342847,-7.875823,-7.2812305,-7.4790785,-6.3938485,-8.179577,-4.963311,-2.97547,-5.565875,-5.382503,-8.062551,-6.053916,-8.073804,-5.7644175
-10.005426,-13.069175,-9.272462,-9.876954,-11.206341,-3.766132,-7.026516,-8.578077,-7.5662605,-8.1038865,-7.501633,-7.7133995,-6.6229015,-8.4106215,-5.127095,-3.138598,-5.730804,-5.549845,-8.232218,-6.219287,-8.243166,-5.999175
-10.288468,-13.362174,-9.548338,-10.178253,-11.508174,-4.06598,-7.31925,-8.870805,-7.7077815,-8.250386,-7.639571,-7.864049,-6.7692685,-8.5569855,-5.127095,-3.138598,-5.730804,-5.549845,-8.232218,-6.219287,-8.243166,-6.149099
-10.571511,-13.655172,-9.824215,-10.479553,-11.810006,-4.365829,-7.611985,-9.163533,-8.1768715,-8.723141,-8.107367,-8.349382,-7.2463795,-9.0420735,-5.782232,-3.79111,-6.390519,-6.219211,-8.910886,-6.880774,-8.920614,-6.6383575
-11.137596,-14.24117,-10.375967,-11.082152,-12.413672,-4.965525,-8.197454,-9.748988,-8.459914,-9.01614,-8.383243,-8.6506815,-7.539114,-9.334801,-5.782232,-3.79111,-6.390519,-6.219211,-8.910886,-6.880774,-8.920614,-6.9382055
-11.137596,-14.24117,-10.375967,-11.082152,-12.413672,-4.965525,-8.197454,-9.748988,-8.541806,-9.097704,-8.4657075,-8.7343525,-7.6218,-9.419482,-5.946016,-3.954238,-6.555448,-6.386553,-9.080553,-7.046146,-9.089976,-7.023039
-10.854553,-13.948171,-10.100091,-10.780853,-12.111839,-4.665677,-7.904719,-9.45626,-8.4002845,-8.9512045,-8.3277695,-8.583703,-7.4754325,-9.273118,-5.946016,-3.954238,-6.555448,-6.386553,-9.080553,-7.046146,-9.089976,-6.873115
-10.571511,-13.655172,-9.824215,-10.479553,-11.810006,-4.365829,-7.611985,-9.163533,-8.0949795,-8.641577,-8.0249025,-8.265711,-7.1636935,-8.9573925,-5.618448,-3.627982,-6.22559,-6.051869,-8.741219,-6.715402,-8.751252,-6.553524
-10.854553,-13.948171,-10.100091,-10.780853,-12.111839,-4.665677,-7.904719,-9.45626,-8.3183925,-8.8696405,-8.245305,-8.500032,-7.3927465,-9.188437,-5.782232,-3.79111,-6.390519,-6.219211,-8.910886,-6.880774,-8.920614,-6.7882815
-11.420639,-14.534169,-10.651844,-11.383452,-12.715504,-5.265374,-8.490188,-10.041715,-8.7652195,-9.325768,-8.68611,-8.968673,-7.8508525,-9.650527,-6.1098,-4.117367,-6.720376,-6.553894,-9.25022,-7.211517,-9.259339,-7.257797
-11.986724,-15.120167,-11.203596,-11.986051,-13.31917,-5.86507,-9.075657,-10.627171,-9.048262,-9.618767,-8.961986,-9.2699725,-8.143587,-9.943255,-6.1098,-4.117367,-6.720376,-6.553894,-9.25022,-7.211517,-9.259339,-7.557645
-12.835851,-15.999163,-12.031225,-12.88995,-14.224668,-6.764615,-9.953861,-11.505354,-9.4728255,-10.058265,-9.3758005,-9.721922,-8.582689,-10.3823465,-6.1098,-4.117367,-6.720376,-6.553894,-9.25022,-7.211517,-9.259339,-8.0074175
-13.118894,-16.292162,-12.307101,-13.19125,-14.5265,-7.064463,-10.246595,-11.798081,-9.860023,-10.4494565,-9.761132,-10.1235845,-8.9771135,-10.782753,-6.601152,-4.606751,-7.215163,-7.055919,-9.759221,-7.707632,-9.767425,-8.411842
-13.401937,-16.585161,-12.582978,-13.492549,-14.828333,-7.364312,-10.53933,-12.090809,-10.0015445,-10.595956,-9.8990705,-10.274234,-9.123481,-10.929117,-6.601152,-4.606751,-7.215163,-7.055919,-9.759221,-7.707632,-9.767425,-8.5617665
-13.401937,-16.585161,-12.582978,-13.492549,-14.828333,-7.364312,-10.53933,-12.090809,-10.165329,-10.759084,-10.063999,-10.4415755,-9.288853,-11.098479,-6.928721,-4.933007,-7.54502,-7.390602,-10.098555,-8.038376,-10.106149,-8.7314335
-13.118894,-16.292162,-12.307101,-13.19125,-14.5265,-7.064463,-10.246595,-11.798081,-10.0238075,-10.6125845,-9.9260605,-10.290926,-9.1424855,-10.952115,-6.928721,-4.933007,-7.54502,-7.390602,-10.098555,-8.038376,-10.106149,-8.581509
-13.118894,-16.292162,-12.307101,-13.19125,-14.5265,-7.064463,-10.246595,-11.798081,-10.0238075,-10.6125845,-9.9260605,-10.290926,-9.1424855,-10.952115,-6.928721,-4.933007,-7.54502,-7.390602,-10.098555,-8.038376,-10.106149,-8.581509
-13.684979,-16.87816,-12.858854,-13.793849,-15.130166,-7.66416,-10.832064,-12.383536,-10.470634,-11.068712,-10.366866,-10.7595675,-9.6005915,-11.414205,-7.256289,-5.259264,-7.874878,-7.725286,-10.437889,-8.369119,-10.444874,-9.0510245
-13.684979,-16.87816,-12.858854,-13.793849,-15.130166,-7.66416,-10.832064,-12.383536,-10.470634,-11.068712,-10.366866,-10.7595675,-9.6005915,-11.414205,-7.256289,-5.259264,-7.874878,-7.725286,-10.437889,-8.369119,-10.444874,-9.0510245
-14.817149,-18.050155,-13.962359,-14.999047,-16.337496,-8.863553,-12.003002,-13.554447,-11.200503,-11.8178375,-11.083547,-11.529508,-10.351432,-12.1690225,-7.583857,-5.58552,-8.204735,-8.059969,-10.777223,-8.699862,-10.783598,-9.820388
-15.100192,-18.343154,-14.238236,-15.300347,-16.639329,-9.163402,-12.295736,-13.847174,-11.505809,-12.127465,-11.3864145,-11.8474995,-10.663171,-12.484748,-7.911426,-5.911776,-8.534593,-8.394652,-11.116557,-9.030606,-11.122322,-10.1399795
-15.666277,-18.929152,-14.789988,-15.902946,-17.242994,-9.763098,-12.881205,-14.43263,-11.9526355,-12.5835925,-11.827219,-12.3161405,-11.121277,-12.946838,-8.238994,-6.238033,-8.86445,-8.729335,-11.455891,-9.361349,-11.461046,-10.6094945
