B7_016,M_F,B3_007,B7_015,F_019,L1_001,M_B7,F_020
-6.682989,-5.784427,-4.633556,-7.441732,-6.561948,-4.173769,-7.0623605,-5.006906
-6.156063,-5.9400035,-5.373749,-7.166686,-6.668816,-3.904298,-6.6613745,-5.211191
-4.996828,-5.458371,-5.003652,-6.781621,-6.829118,-3.958192,-5.8892245,-4.087624
-5.839908,-5.215555,-4.474943,-7.001658,-6.241344,-3.742616,-6.420783,-4.189766
-5.839908,-5.4245655,-4.633556,-7.331714,-6.45508,-3.419251,-6.585811,-4.394051
-4.996828,-5.1228635,-5.162265,-6.561584,-6.668816,-3.79651,-5.779206,-3.576911
-5.629138,-4.799897,-4.84504,-7.001658,-5.92074,-3.79651,-6.315398,-3.679054
-4.575287,-4.515461,-4.739298,-6.451566,-5.760438,-3.79651,-5.5134265,-3.270484
-3.099897,-4.7488255,-4.633556,-6.12151,-5.92074,-3.473145,-4.6107035,-3.576911
-3.521437,-4.3527965,-4.422072,-5.791455,-5.332967,-3.095886,-4.656446,-3.372626
-3.837592,-4.5303645,-4.422072,-6.176519,-5.279533,-3.257568,-5.0070555,-3.781196
-4.575287,-4.806985,-4.474943,-6.231529,-6.241344,-3.419251,-5.403408,-3.372626
-4.575287,-5.135404,-4.474943,-6.12151,-6.081042,-3.203674,-5.3483985,-4.189766
-4.891443,-4.649046,-4.157718,-6.506575,-6.027608,-3.365357,-5.699009,-3.270484
-4.891443,-4.649046,-4.157718,-6.506575,-6.027608,-3.365357,-5.699009,-3.270484
-4.153748,-4.2090335,-4.897911,-6.12151,-5.760438,-4.012086,-5.137629,-2.657629
-4.048363,-4.491107,-4.369202,-6.176519,-5.813872,-3.527039,-5.112441,-3.168342
-4.680673,-4.4282225,-4.633557,-6.396556,-5.279533,-3.580933,-5.5386145,-3.576912
-5.102213,-4.615241,-4.26346,-6.286538,-5.65357,-3.958192,-5.6943755,-3.576912
-5.839909,-4.2820965,-4.422073,-6.451566,-5.600136,-3.904298,-6.1457375,-2.964057
-5.207598,-4.855694,-4.104847,-6.616593,-6.134476,-3.365357,-5.9120955,-3.576912
-6.366834,-4.7244715,-4.474944,-7.001658,-5.974174,-3.79651,-6.684246,-3.474769
-5.839909,-5.6775595,-4.527815,-7.001658,-6.348212,-3.850404,-6.4207835,-5.006907
-6.050679,-5.5510625,-4.580686,-6.781621,-6.401646,-4.658816,-6.41615,-4.700479
-5.523754,-5.4198405,-4.157718,-7.166686,-6.241344,-3.688721,-6.34522,-4.598337
-4.364518,-4.7975345,-4.210589,-6.011492,-5.813872,-4.604922,-5.188005,-3.781197
-3.942978,-4.3889645,-4.104847,-6.011492,-5.813872,-3.634827,-4.977235,-2.964057
-4.153748,-3.915147,-4.527815,-6.12151,-5.172665,-3.365357,-5.137629,-2.657629
-3.205282,-4.204308,-4.474944,-6.066501,-5.546702,-3.203674,-4.6358915,-2.861914
-3.732208,-4.146149,-4.792169,-5.296372,-5.226099,-3.473145,-4.51429,-3.066199
-3.626823,-4.2530165,-4.051977,-5.846464,-5.439834,-3.14978,-4.7366435,-3.066199
-1.940662,-3.7619335,-4.950782,-5.40639,-5.172665,-3.203674,-3.673526,-2.351202
-1.308351,-3.268487,-4.580686,-5.076335,-4.798627,-2.503051,-3.192343,-1.738347
-0.043731,-2.05768,-4.051977,-4.636261,-4.317721,-3.257568,-2.339996,0.202361
0.061654,-2.4442585,-3.576138,-4.141177,-4.478023,-2.018004,-2.0397615,-0.410494
-0.992196,-1.71981,-3.840493,-4.031159,-4.050551,-2.934204,-2.5116775,0.610931
-0.676041,-1.7441645,-3.68188,-3.97615,-3.997117,-2.556945,-2.3260955,0.508788
-1.097581,-2.5951095,-3.576138,-4.251196,-4.371155,-2.287474,-2.6743885,-0.819064
-2.678357,-2.5416755,-3.417526,-4.361214,-4.264287,-2.179686,-3.5197855,-0.819064
-2.151432,-2.9062625,-3.206042,-5.296372,-4.584891,-2.556945,-3.723902,-1.227634
-1.519121,-2.3664705,-3.417526,-4.69127,-4.424589,-2.23358,-3.1051955,-0.308352
-0.254501,-2.308311,-3.68188,-4.526242,-4.103985,-2.341368,-2.3903715,-0.512637
1.64243,-2.3035855,-3.893364,-4.306205,-3.890249,-2.664733,-1.3318875,-0.716922
2.380126,-1.4330115,-3.1003,-3.371048,-3.783381,-2.179686,-0.495461,0.917358
3.644746,-0.6622175,-3.576138,-4.380882,-3.569646,-1.964109,-0.368068,2.245211
3.644746,-0.6622175,-3.576138,-4.380882,-3.569646,-1.964109,-0.368068,2.245211
4.698596,0.271241,-3.470396,-4.710938,-2.928439,-1.58685,-0.006171,3.470921
5.120137,0.4558975,-3.311784,-3.720772,-2.661269,-0.886226,0.6996825,3.573064
5.752447,0.8621045,-3.258913,-3.390716,-2.768137,-0.724544,1.1808655,4.492346
5.436292,0.786679,-3.470396,-3.83079,-2.714703,-0.239497,0.802751,4.288061
6.595527,0.89591,-2.835945,-3.555744,-2.394099,-1.101803,1.5198915,4.185919
6.279372,1.3531885,-2.51872,-3.280698,-2.500967,-0.994015,1.499337,5.207344
6.068602,1.394082,-2.624462,-2.675596,-1.806325,-0.67065,1.696503,4.594489
6.911683,1.853723,-2.465849,-2.895633,-1.806325,-0.185603,2.008025,5.513771
6.173987,1.807377,-2.465849,-2.840624,-1.59259,0.24555,1.6666815,5.207344
6.279372,1.654163,-1.567043,-2.510568,-1.59259,-0.185603,1.884402,4.900916
7.122453,1.2628595,-2.465849,-2.290531,-1.966627,0.029974,2.415961,4.492346
7.649378,2.633968,-1.725656,-1.850457,-1.165118,0.353339,2.8994605,6.433054
8.281688,2.3715235,-1.302689,-2.125503,-1.485722,0.137762,3.0780925,6.228769
8.492458,3.1156005,-1.725656,-1.63042,-1.32542,0.946174,3.431019,7.556621
8.492458,3.3144335,-1.514173,-1.410383,-0.417042,1.377327,3.5410375,7.045909
7.965533,2.872058,-0.985463,-1.245356,-0.79108,0.568915,3.3600885,6.535196
7.754763,2.7604645,-1.196947,-1.850457,-1.218552,1.592903,2.952153,6.739481
8.387073,2.9742005,-1.144076,-1.575411,-0.79108,1.107856,3.405831,6.739481
8.913999,3.309708,-0.879722,-1.190346,-0.630778,0.568915,3.8618265,7.250194
9.546309,3.8447745,-0.456754,-0.970309,-0.684212,1.053962,4.288,8.373761
8.703228,3.416576,-0.562496,-0.970309,-0.417042,1.431221,3.8664595,7.250194
8.070918,3.513993,-0.139529,-1.520402,-0.630778,1.000068,3.275258,7.658764
8.070918,3.253911,-0.456754,-0.640254,-0.844514,1.431221,3.715332,7.352336
8.070918,4.384567,-0.245271,-0.420217,-0.52391,1.754586,3.8253505,9.293044
8.070918,4.753879,-0.351012,0.129876,0.010429,1.431221,4.100397,9.497329
8.070918,4.476531,-0.403883,-0.475226,0.170731,1.377327,3.797846,8.782331
8.070918,4.8120385,0.071955,-0.145171,0.331033,1.646798,3.9628735,9.293044
8.070918,4.73425,-0.1924,0.074866,0.277599,2.024056,4.072892,9.190901
8.913999,4.6879045,-0.033787,0.624959,0.491335,2.401315,4.769479,8.884474
8.913999,4.6879045,-0.033787,0.624959,0.491335,2.401315,4.769479,8.884474
8.913999,4.5661335,0.706406,1.120042,0.758505,3.101939,5.0170205,8.373762
9.862465,4.668276,0.442052,1.945181,0.758505,3.64088,5.903823,8.578047
9.019384,5.0886595,0.494923,1.835162,1.292845,3.263621,5.427273,8.884474
10.073235,5.740045,0.653535,2.055199,1.880618,4.072033,6.064217,9.599472
10.17862,5.528672,1.182244,2.660301,1.560015,3.910351,6.4194605,9.497329
9.335539,5.890896,1.340857,2.110208,1.77375,3.425304,5.7228735,10.008042
9.651695,5.2756785,1.287986,1.945181,1.666883,3.856457,5.798438,8.884474
10.705545,5.652806,1.287986,1.835162,1.399713,4.449292,6.2703535,9.905899
10.916315,6.403971,1.605212,2.71531,1.880618,4.449292,6.8158125,10.927324
12.391706,6.403971,2.08105,2.605292,1.880618,4.55708,7.498499,10.927324
11.759396,6.7732835,1.393728,3.045365,2.414958,5.096022,7.4023805,11.131609
12.813246,7.133145,1.869566,3.595458,2.521826,4.880445,8.204352,11.744464
10.394022,7.9691865,1.763824,4.640634,3.376769,5.742751,7.517328,12.561604
10.499407,8.3604905,1.763824,4.035532,3.750807,5.527175,7.2674695,12.970174
11.026332,8.1491175,2.345405,4.14555,3.430203,6.066116,7.585941,12.868032
11.658643,8.4162875,2.874114,4.970689,3.964543,6.389481,8.314666,12.868032
10.815562,8.299969,2.398275,4.750652,3.323336,6.551163,7.783107,13.276602
10.918631,8.277977,3.032726,4.640634,3.483637,6.551163,7.7796325,13.072317
10.075551,8.1491175,2.874114,4.530615,3.430203,6.173904,7.303083,12.868032
10.180936,7.5339,3.032726,3.870504,3.323336,5.958328,7.02572,11.744464
11.024016,8.098046,3.614307,3.375421,3.430203,5.958328,7.1997185,12.765889
10.604792,8.0226205,3.614307,4.20056,3.483637,5.904433,7.402676,12.561604
10.604792,7.7649015,3.032726,3.870504,3.376769,6.173904,7.237648,12.153034
11.553257,7.7209185,3.191339,4.14555,3.697373,6.173904,7.8494035,11.744464
11.237102,7.796344,3.191339,4.14555,3.643939,6.066116,7.691326,11.948749
11.869412,8.2025515,3.402823,3.980523,3.537071,6.281692,7.9249675,12.868032
11.658642,8.204914,3.772919,4.20056,3.643939,6.173904,7.929601,12.765889
11.974797,8.127126,2.979856,4.310578,3.590505,5.581069,8.1426875,12.663747
10.290953,8.071329,3.614307,3.980523,3.376769,5.958328,7.135738,12.765889
10.501723,8.4964385,3.085597,4.20056,4.124845,6.227798,7.3511415,12.868032
10.501723,8.4964385,3.085597,4.20056,4.124845,6.227798,7.3511415,12.868032
10.080183,7.798707,3.720048,4.20056,3.750807,6.389481,7.1403715,11.846607
10.817878,8.214365,3.455693,3.815495,4.071411,6.874528,7.3166865,12.357319
11.134033,8.0438855,3.508564,4.750652,4.445449,7.143998,7.9423425,11.642322
11.134033,8.3966585,3.032726,4.860671,4.231713,6.658951,7.997352,12.561604
11.450189,8.8853795,3.772919,4.365588,4.392015,7.090104,7.9078885,13.378744
10.607108,8.8901045,2.979855,4.365588,4.60575,7.359575,7.486348,13.174459
11.344804,8.817042,3.931532,5.190726,4.766052,6.658951,8.267765,12.868032
13.13635,8.814679,3.667177,5.025699,4.659184,6.874528,9.0810245,12.970174
12.714809,9.4786055,4.090144,5.080708,4.659184,7.521257,8.8977585,14.298027
13.452505,9.0653105,3.772919,5.6308,4.445449,7.197893,9.5416525,13.685172
14.084815,9.5053225,3.720048,5.740819,4.712618,7.575151,9.912817,14.298027
13.452505,9.551668,4.037273,6.070874,4.498882,8.006304,9.7616895,14.604454
11.871729,9.847918,4.301628,6.015865,5.193524,7.521257,8.943797,14.502312
11.028648,8.8995555,4.301628,4.805662,5.033222,7.844622,7.917155,12.765889
11.660959,9.3615595,3.772919,5.68581,5.14009,7.68294,8.6733845,13.583029
13.241735,9.7528635,4.460241,5.410763,5.514128,8.060199,9.326249,13.991599
13.030964,9.884086,3.931532,5.6308,5.67443,8.221881,9.330882,14.093742
14.506355,10.0569285,3.878661,6.180893,5.40726,7.95241,10.343624,14.706597
14.506355,10.4725865,4.618853,6.510948,5.727864,7.629046,10.5086515,15.217309
15.665591,10.5794545,4.301628,6.290911,5.9416,8.922505,10.978251,15.217309
16.719441,10.781377,4.724595,6.070874,5.834732,8.167987,11.3951575,15.728022
17.667907,10.2973815,4.671724,6.125884,5.888166,8.329669,11.8968955,14.706597
17.562522,10.5794545,4.513112,6.40093,5.9416,8.706928,11.981726,15.217309
17.878677,10.479675,4.671724,7.226068,6.048468,8.59914,12.5523725,14.910882
18.827142,11.3840535,4.883208,7.501115,6.529373,9.299763,13.1641285,16.238734
18.089447,11.30154,4.724595,7.776161,6.262203,9.245869,12.932804,16.340877
18.089447,11.5081875,4.98895,7.611133,6.369071,9.784811,12.85029,16.647304
17.140982,11.6975695,5.147563,8.381263,6.849977,9.461446,12.7611225,16.545162
18.932528,12.1061395,5.253304,7.941189,6.849977,9.784811,13.4368585,17.362302
18.827143,12.055068,5.411917,8.931355,6.849977,9.946493,13.879249,17.260159
19.775608,12.8620305,5.464788,9.426438,7.544619,10.108175,14.601023,18.179442
21.039237,13.8319035,5.464788,9.426438,7.544619,10.108175,15.2328375,20.119188
21.776933,13.2119605,5.411917,9.371428,7.224015,10.162069,15.5741805,19.199906
21.039237,13.214323,5.200434,9.151391,7.330883,10.108175,15.095314,19.097763
20.512312,13.802824,5.834885,9.481447,7.384317,10.593222,14.9968795,20.221331
20.828467,13.564007,5.147563,9.756493,8.132393,9.946493,15.29248,18.995621
22.198473,13.447688,5.517659,9.536456,7.491185,9.838704,15.8674645,19.404191
21.566162,14.0896225,5.200434,9.921521,7.651487,10.539328,15.7438415,20.527758
21.776933,14.0456395,5.623401,10.141558,7.972091,10.70101,15.9592455,20.119188
22.830783,14.227933,5.517659,10.141558,8.132393,10.539328,16.4861705,20.323473
22.409243,14.069994,5.253304,10.526622,7.918657,10.916587,16.4679325,20.221331
21.987703,14.1328785,5.782014,10.746659,8.452996,10.916587,16.367181,19.812761
21.144622,14.42513,5.729143,10.306585,7.811789,10.269857,15.7256035,21.038471
22.725398,14.8258845,5.729143,10.471613,8.613298,11.186057,16.5985055,21.038471
21.460777,14.6584945,5.940626,10.251576,7.972091,10.323752,15.8561765,21.344898
20.090772,13.712495,5.411917,9.591465,7.918657,10.808799,14.8411185,19.506333
18.193841,13.3698995,6.15211,8.876345,7.437751,10.539328,13.535093,19.302048
17.7723,12.4120865,6.099239,8.821336,6.849977,9.623128,13.296818,17.974196
18.088456,12.9078955,5.993497,8.216234,7.330883,9.461446,13.152345,18.484908
16.823835,12.198351,5.464788,7.611132,6.422506,9.51534,12.2174835,17.974196
15.980754,11.921003,6.15211,6.896012,6.582808,8.706928,11.438383,17.259198
16.613065,11.7654265,6.046368,6.620966,6.47594,9.030293,11.6170155,17.054913
16.086139,11.37176,5.094692,6.841003,5.995034,8.329669,11.463571,16.748486
15.769984,10.9946325,5.253304,6.675975,6.262204,8.221881,11.2229795,15.727061
15.980754,11.37176,5.517659,6.400929,5.995034,8.329669,11.1908415,16.748486
17.56153,11.031527,5.094692,6.400929,5.620996,8.976398,11.9812295,16.442058
16.613065,11.653833,4.883208,6.510948,6.048468,8.060198,11.5620065,17.259198
17.13999,10.927022,5.623401,6.290911,5.514128,8.86861,11.7154505,16.339916
15.875369,11.345043,5.041821,6.455938,5.9416,8.437457,11.1656535,16.748486
15.453829,10.8854015,4.671724,6.730985,5.9416,7.844622,11.092407,15.829203
15.664599,11.138395,4.830337,6.510948,5.834732,8.275775,11.0877735,16.442058
16.086139,11.3403175,5.094692,6.070874,5.727864,8.167987,11.0785065,16.952771
15.980754,10.8688625,5.094692,6.785994,5.193524,7.898516,11.383374,16.544201
15.980754,10.8688625,5.094692,6.785994,5.193524,7.898516,11.383374,16.544201
15.980754,10.144414,5.200434,6.675976,4.766052,8.006304,11.328365,15.522776
17.13999,10.7619945,5.306175,7.226068,4.979788,8.006304,12.183029,16.544201
17.13999,10.533355,4.830337,6.510948,5.033222,7.95241,11.825469,16.033488
17.666915,10.693657,5.094692,6.620966,5.353826,7.305681,12.1439405,16.033488
16.718449,10.2292905,5.411917,6.070874,5.14009,7.467363,11.3946615,15.318491
16.402294,9.6046215,4.618853,5.850837,4.60575,7.95241,11.1265655,14.603493
15.137673,10.0131915,5.200434,5.795828,4.60575,7.95241,10.4667505,15.420633
15.453829,9.1622465,5.411917,5.465772,4.231712,7.629045,10.4598005,14.092781
16.613064,9.5637285,4.671724,5.685809,3.911109,7.521257,11.1494365,15.216348
15.980754,9.566091,5.253304,5.685809,4.017976,7.790728,10.8332815,15.114206
16.507679,9.057741,4.513112,5.300745,4.124844,6.497269,10.904212,13.990638
15.137673,8.948511,4.565983,5.025698,3.804241,6.605057,10.0816855,14.092781
14.926903,8.919431,5.041821,5.520782,3.643939,6.766739,10.2238425,14.194923
15.243059,9.179513,4.354499,5.080708,3.857675,7.251787,10.1618835,14.501351
13.978438,8.486507,4.354499,4.475606,3.697373,7.251787,9.227022,13.275641
12.608432,7.8594755,4.671724,4.310578,3.056165,6.173904,8.459505,12.662786
11.765352,7.888555,4.460241,4.035532,3.216467,6.551163,7.900442,12.560643
10.816886,7.674819,4.195886,3.210393,2.788995,6.227798,7.0136395,12.560643
9.65765,7.2473475,4.090144,2.550282,1.934052,5.149916,6.103966,12.560643
10.606116,7.509792,4.618853,2.880338,2.254656,4.934339,6.743227,12.764928
11.343811,7.9403535,3.614306,2.825329,2.094354,5.096022,7.08457,13.786353
12.503047,8.1077435,4.195886,2.495273,2.735561,5.20381,7.49916,13.479926
12.713817,8.6915185,4.037273,3.595458,2.575259,5.149916,8.1546375,14.807778
11.554581,8.6938815,3.931532,3.595458,2.682127,5.257704,7.5750195,14.705636
11.554581,7.6315635,3.772919,3.100375,1.987486,4.880445,7.327478,13.275641
11.133041,6.729547,4.037273,2.055199,1.613448,4.125927,6.59412,11.845646
10.395346,6.620316,3.772919,1.725144,1.292844,3.910351,6.060245,11.947788
10.711501,6.3429685,3.561435,1.725144,1.453146,3.910351,6.2183225,11.232791
10.395346,5.8982305,3.614306,1.450098,0.97224,3.694774,5.922722,10.824221
10.395346,5.8982305,3.614306,1.450098,0.97224,3.694774,5.922722,10.824221
9.552266,5.8982305,4.037273,1.34008,0.97224,3.694774,5.446173,10.824221
9.130725,6.167763,3.720048,1.065034,1.613447,2.994151,5.0978795,10.722079
9.44688,5.9689305,3.244209,0.734978,0.70507,3.048045,5.090929,11.232791
9.02534,5.873876,2.926984,0.734978,1.025673,3.048045,4.880159,10.722079
9.552266,5.946939,3.085597,0.789987,0.865372,2.886362,5.1711265,11.028506
9.02534,6.085249,3.455693,1.120043,1.346277,3.37141,5.0726915,10.824221
8.919955,5.6672285,3.191338,1.450098,0.918806,2.72468,5.1850265,10.415651
8.919955,5.6137945,2.874113,1.010024,0.811938,2.832468,4.9649895,10.415651
8.498415,5.4024215,3.29708,1.010024,0.491334,2.778574,4.7542195,10.313509
9.02534,5.4825725,3.561435,0.955015,0.651636,2.994151,4.9901775,10.313509
8.076875,5.9956475,3.032726,0.900006,0.758504,2.616892,4.4884405,11.232791
7.549949,4.9380545,2.874113,0.514941,0.277598,3.101939,4.032445,9.598511
7.866105,5.28065,2.874113,0.679969,0.758504,2.778574,4.273037,9.802796
7.76072,4.3982625,3.032726,0.019858,0.117296,2.239633,3.890289,8.679229
7.97149,4.9914885,2.398275,-0.200179,0.384466,2.293527,3.8856555,9.598511
8.076875,4.9113375,2.451146,0.459932,0.224164,2.077951,4.2684035,9.598511
7.76072,4.8162835,2.292533,0.019858,0.544768,2.670786,3.890289,9.087799
