B7_016,F_020,M_B7,B3_007,B7_015,F_019,M_F,L1_001
-6.682989,-5.006906,-7.0623605,-4.633556,-7.441732,-6.561948,-5.784427,-4.173769
-6.156063,-5.211191,-6.6613745,-5.373749,-7.166686,-6.668816,-5.9400035,-3.904298
-4.996828,-4.087624,-5.8892245,-5.003652,-6.781621,-6.829118,-5.458371,-3.958192
-5.839908,-4.189766,-6.420783,-4.474943,-7.001658,-6.241344,-5.215555,-3.742616
-5.839908,-4.394051,-6.585811,-4.633556,-7.331714,-6.45508,-5.4245655,-3.419251
-4.996828,-3.576911,-5.779206,-5.162265,-6.561584,-6.668816,-5.1228635,-3.79651
-5.629138,-3.679054,-6.315398,-4.84504,-7.001658,-5.92074,-4.799897,-3.79651
-4.575287,-3.270484,-5.5134265,-4.739298,-6.451566,-5.760438,-4.515461,-3.79651
-3.099897,-3.576911,-4.6107035,-4.633556,-6.12151,-5.92074,-4.7488255,-3.473145
-3.521437,-3.372626,-4.656446,-4.422072,-5.791455,-5.332967,-4.3527965,-3.095886
-3.837592,-3.781196,-5.0070555,-4.422072,-6.176519,-5.279533,-4.5303645,-3.257568
-4.575287,-3.372626,-5.403408,-4.474943,-6.231529,-6.241344,-4.806985,-3.419251
-4.575287,-4.189766,-5.3483985,-4.474943,-6.12151,-6.081042,-5.135404,-3.203674
-4.891443,-3.270484,-5.699009,-4.157718,-6.506575,-6.027608,-4.649046,-3.365357
-4.891443,-3.270484,-5.699009,-4.157718,-6.506575,-6.027608,-4.649046,-3.365357
-4.153748,-2.657629,-5.137629,-4.897911,-6.12151,-5.760438,-4.2090335,-4.012086
-4.048363,-3.168342,-5.112441,-4.369202,-6.176519,-5.813872,-4.491107,-3.527039
-4.680673,-3.576912,-5.5386145,-4.633557,-6.396556,-5.279533,-4.4282225,-3.580933
-5.102213,-3.576912,-5.6943755,-4.26346,-6.286538,-5.65357,-4.615241,-3.958192
-5.839909,-2.964057,-6.1457375,-4.422073,-6.451566,-5.600136,-4.2820965,-3.904298
-5.207598,-3.576912,-5.9120955,-4.104847,-6.616593,-6.134476,-4.855694,-3.365357
-6.366834,-3.474769,-6.684246,-4.474944,-7.001658,-5.974174,-4.7244715,-3.79651
-5.839909,-5.006907,-6.4207835,-4.527815,-7.001658,-6.348212,-5.6775595,-3.850404
-6.050679,-4.700479,-6.41615,-4.580686,-6.781621,-6.401646,-5.5510625,-4.658816
-5.523754,-4.598337,-6.34522,-4.157718,-7.166686,-6.241344,-5.4198405,-3.688721
-4.364518,-3.781197,-5.188005,-4.210589,-6.011492,-5.813872,-4.7975345,-4.604922
-3.942978,-2.964057,-4.977235,-4.104847,-6.011492,-5.813872,-4.3889645,-3.634827
-4.153748,-2.657629,-5.137629,-4.527815,-6.12151,-5.172665,-3.915147,-3.365357
-3.205282,-2.861914,-4.6358915,-4.474944,-6.066501,-5.546702,-4.204308,-3.203674
-3.732208,-3.066199,-4.51429,-4.792169,-5.296372,-5.226099,-4.146149,-3.473145
-3.626823,-3.066199,-4.7366435,-4.051977,-5.846464,-5.439834,-4.2530165,-3.14978
-1.940662,-2.351202,-3.673526,-4.950782,-5.40639,-5.172665,-3.7619335,-3.203674
-1.308351,-1.738347,-3.192343,-4.580686,-5.076335,-4.798627,-3.268487,-2.503051
-0.043731,0.202361,-2.339996,-4.051977,-4.636261,-4.317721,-2.05768,-3.257568
0.061654,-0.410494,-2.0397615,-3.576138,-4.141177,-4.478023,-2.4442585,-2.018004
-0.992196,0.610931,-2.5116775,-3.840493,-4.031159,-4.050551,-1.71981,-2.934204
-0.676041,0.508788,-2.3260955,-3.68188,-3.97615,-3.997117,-1.7441645,-2.556945
-1.097581,-0.819064,-2.6743885,-3.576138,-4.251196,-4.371155,-2.5951095,-2.287474
-2.678357,-0.819064,-3.5197855,-3.417526,-4.361214,-4.264287,-2.5416755,-2.179686
-2.151432,-1.227634,-3.723902,-3.206042,-5.296372,-4.584891,-2.9062625,-2.556945
-1.519121,-0.308352,-3.1051955,-3.417526,-4.69127,-4.424589,-2.3664705,-2.23358
-0.254501,-0.512637,-2.3903715,-3.68188,-4.526242,-4.103985,-2.308311,-2.341368
1.64243,-0.716922,-1.3318875,-3.893364,-4.306205,-3.890249,-2.3035855,-2.664733
2.380126,0.917358,-0.495461,-3.1003,-3.371048,-3.783381,-1.4330115,-2.179686
3.644746,2.245211,-0.368068,-3.576138,-4.380882,-3.569646,-0.6622175,-1.964109
3.644746,2.245211,-0.368068,-3.576138,-4.380882,-3.569646,-0.6622175,-1.964109
4.698596,3.470921,-0.006171,-3.470396,-4.710938,-2.928439,0.271241,-1.58685
5.120137,3.573064,0.6996825,-3.311784,-3.720772,-2.661269,0.4558975,-0.886226
5.752447,4.492346,1.1808655,-3.258913,-3.390716,-2.768137,0.8621045,-0.724544
5.436292,4.288061,0.802751,-3.470396,-3.83079,-2.714703,0.786679,-0.239497
6.595527,4.185919,1.5198915,-2.835945,-3.555744,-2.394099,0.89591,-1.101803
6.279372,5.207344,1.499337,-2.51872,-3.280698,-2.500967,1.3531885,-0.994015
6.068602,4.594489,1.696503,-2.624462,-2.675596,-1.806325,1.394082,-0.67065
6.911683,5.513771,2.008025,-2.465849,-2.895633,-1.806325,1.853723,-0.185603
6.173987,5.207344,1.6666815,-2.465849,-2.840624,-1.59259,1.807377,0.24555
6.279372,4.900916,1.884402,-1.567043,-2.510568,-1.59259,1.654163,-0.185603
7.122453,4.492346,2.415961,-2.465849,-2.290531,-1.966627,1.2628595,0.029974
7.649378,6.433054,2.8994605,-1.725656,-1.850457,-1.165118,2.633968,0.353339
8.281688,6.228769,3.0780925,-1.302689,-2.125503,-1.485722,2.3715235,0.137762
8.492458,7.556621,3.431019,-1.725656,-1.63042,-1.32542,3.1156005,0.946174
8.492458,7.045909,3.5410375,-1.514173,-1.410383,-0.417042,3.3144335,1.377327
7.965533,6.535196,3.3600885,-0.985463,-1.245356,-0.79108,2.872058,0.568915
7.754763,6.739481,2.952153,-1.196947,-1.850457,-1.218552,2.7604645,1.592903
8.387073,6.739481,3.405831,-1.144076,-1.575411,-0.79108,2.9742005,1.107856
8.913999,7.250194,3.8618265,-0.879722,-1.190346,-0.630778,3.309708,0.568915
9.546309,8.373761,4.288,-0.456754,-0.970309,-0.684212,3.8447745,1.053962
8.703228,7.250194,3.8664595,-0.562496,-0.970309,-0.417042,3.416576,1.431221
8.070918,7.658764,3.275258,-0.139529,-1.520402,-0.630778,3.513993,1.000068
8.070918,7.352336,3.715332,-0.456754,-0.640254,-0.844514,3.253911,1.431221
8.070918,9.293044,3.8253505,-0.245271,-0.420217,-0.52391,4.384567,1.754586
8.070918,9.497329,4.100397,-0.351012,0.129876,0.010429,4.753879,1.431221
8.070918,8.782331,3.797846,-0.403883,-0.475226,0.170731,4.476531,1.377327
8.070918,9.293044,3.9628735,0.071955,-0.145171,0.331033,4.8120385,1.646798
8.070918,9.190901,4.072892,-0.1924,0.074866,0.277599,4.73425,2.024056
8.913999,8.884474,4.769479,-0.033787,0.624959,0.491335,4.6879045,2.401315
8.913999,8.884474,4.769479,-0.033787,0.624959,0.491335,4.6879045,2.401315
8.913999,8.373762,5.0170205,0.706406,1.120042,0.758505,4.5661335,3.101939
9.862465,8.578047,5.903823,0.442052,1.945181,0.758505,4.668276,3.64088
9.019384,8.884474,5.427273,0.494923,1.835162,1.292845,5.0886595,3.263621
10.073235,9.599472,6.064217,0.653535,2.055199,1.880618,5.740045,4.072033
10.17862,9.497329,6.4194605,1.182244,2.660301,1.560015,5.528672,3.910351
9.335539,10.008042,5.7228735,1.340857,2.110208,1.77375,5.890896,3.425304
9.651695,8.884474,5.798438,1.287986,1.945181,1.666883,5.2756785,3.856457
10.705545,9.905899,6.2703535,1.287986,1.835162,1.399713,5.652806,4.449292
10.916315,10.927324,6.8158125,1.605212,2.71531,1.880618,6.403971,4.449292
12.391706,10.927324,7.498499,2.08105,2.605292,1.880618,6.403971,4.55708
11.759396,11.131609,7.4023805,1.393728,3.045365,2.414958,6.7732835,5.096022
12.813246,11.744464,8.204352,1.869566,3.595458,2.521826,7.133145,4.880445
10.394022,12.561604,7.517328,1.763824,4.640634,3.376769,7.9691865,5.742751
10.499407,12.970174,7.2674695,1.763824,4.035532,3.750807,8.3604905,5.527175
11.026332,12.868032,7.585941,2.345405,4.14555,3.430203,8.1491175,6.066116
11.658643,12.868032,8.314666,2.874114,4.970689,3.964543,8.4162875,6.389481
10.815562,13.276602,7.783107,2.398275,4.750652,3.323336,8.299969,6.551163
10.918631,13.072317,7.7796325,3.032726,4.640634,3.483637,8.277977,6.551163
10.075551,12.868032,7.303083,2.874114,4.530615,3.430203,8.1491175,6.173904
10.180936,11.744464,7.02572,3.032726,3.870504,3.323336,7.5339,5.958328
11.024016,12.765889,7.1997185,3.614307,3.375421,3.430203,8.098046,5.958328
10.604792,12.561604,7.402676,3.614307,4.20056,3.483637,8.0226205,5.904433
10.604792,12.153034,7.237648,3.032726,3.870504,3.376769,7.7649015,6.173904
11.553257,11.744464,7.8494035,3.191339,4.14555,3.697373,7.7209185,6.173904
11.237102,11.948749,7.691326,3.191339,4.14555,3.643939,7.796344,6.066116
11.869412,12.868032,7.9249675,3.402823,3.980523,3.537071,8.2025515,6.281692
11.658642,12.765889,7.929601,3.772919,4.20056,3.643939,8.204914,6.173904
11.974797,12.663747,8.1426875,2.979856,4.310578,3.590505,8.127126,5.581069
10.290953,12.765889,7.135738,3.614307,3.980523,3.376769,8.071329,5.958328
10.501723,12.868032,7.3511415,3.085597,4.20056,4.124845,8.4964385,6.227798
10.501723,12.868032,7.3511415,3.085597,4.20056,4.124845,8.4964385,6.227798
10.080183,11.846607,7.1403715,3.720048,4.20056,3.750807,7.798707,6.389481
10.817878,12.357319,7.3166865,3.455693,3.815495,4.071411,8.214365,6.874528
11.134033,11.642322,7.9423425,3.508564,4.750652,4.445449,8.0438855,7.143998
11.134033,12.561604,7.997352,3.032726,4.860671,4.231713,8.3966585,6.658951
11.450189,13.378744,7.9078885,3.772919,4.365588,4.392015,8.8853795,7.090104
10.607108,13.174459,7.486348,2.979855,4.365588,4.60575,8.8901045,7.359575
11.344804,12.868032,8.267765,3.931532,5.190726,4.766052,8.817042,6.658951
13.13635,12.970174,9.0810245,3.667177,5.025699,4.659184,8.814679,6.874528
12.714809,14.298027,8.8977585,4.090144,5.080708,4.659184,9.4786055,7.521257
13.452505,13.685172,9.5416525,3.772919,5.6308,4.445449,9.0653105,7.197893
14.084815,14.298027,9.912817,3.720048,5.740819,4.712618,9.5053225,7.575151
13.452505,14.604454,9.7616895,4.037273,6.070874,4.498882,9.551668,8.006304
11.871729,14.502312,8.943797,4.301628,6.015865,5.193524,9.847918,7.521257
11.028648,12.765889,7.917155,4.301628,4.805662,5.033222,8.8995555,7.844622
11.660959,13.583029,8.6733845,3.772919,5.68581,5.14009,9.3615595,7.68294
13.241735,13.991599,9.326249,4.460241,5.410763,5.514128,9.7528635,8.060199
13.030964,14.093742,9.330882,3.931532,5.6308,5.67443,9.884086,8.221881
14.506355,14.706597,10.343624,3.878661,6.180893,5.40726,10.0569285,7.95241
14.506355,15.217309,10.5086515,4.618853,6.510948,5.727864,10.4725865,7.629046
15.665591,15.217309,10.978251,4.301628,6.290911,5.9416,10.5794545,8.922505
16.719441,15.728022,11.3951575,4.724595,6.070874,5.834732,10.781377,8.167987
17.667907,14.706597,11.8968955,4.671724,6.125884,5.888166,10.2973815,8.329669
17.562522,15.217309,11.981726,4.513112,6.40093,5.9416,10.5794545,8.706928
17.878677,14.910882,12.5523725,4.671724,7.226068,6.048468,10.479675,8.59914
18.827142,16.238734,13.1641285,4.883208,7.501115,6.529373,11.3840535,9.299763
18.089447,16.340877,12.932804,4.724595,7.776161,6.262203,11.30154,9.245869
18.089447,16.647304,12.85029,4.98895,7.611133,6.369071,11.5081875,9.784811
17.140982,16.545162,12.7611225,5.147563,8.381263,6.849977,11.6975695,9.461446
18.932528,17.362302,13.4368585,5.253304,7.941189,6.849977,12.1061395,9.784811
18.827143,17.260159,13.879249,5.411917,8.931355,6.849977,12.055068,9.946493
19.775608,18.179442,14.601023,5.464788,9.426438,7.544619,12.8620305,10.108175
21.039237,20.119188,15.2328375,5.464788,9.426438,7.544619,13.8319035,10.108175
21.776933,19.199906,15.5741805,5.411917,9.371428,7.224015,13.2119605,10.162069
21.039237,19.097763,15.095314,5.200434,9.151391,7.330883,13.214323,10.108175
20.512312,20.221331,14.9968795,5.834885,9.481447,7.384317,13.802824,10.593222
20.828467,18.995621,15.29248,5.147563,9.756493,8.132393,13.564007,9.946493
22.198473,19.404191,15.8674645,5.517659,9.536456,7.491185,13.447688,9.838704
21.566162,20.527758,15.7438415,5.200434,9.921521,7.651487,14.0896225,10.539328
21.776933,20.119188,15.9592455,5.623401,10.141558,7.972091,14.0456395,10.70101
22.830783,20.323473,16.4861705,5.517659,10.141558,8.132393,14.227933,10.539328
22.409243,20.221331,16.4679325,5.253304,10.526622,7.918657,14.069994,10.916587
21.987703,19.812761,16.367181,5.782014,10.746659,8.452996,14.1328785,10.916587
21.144622,21.038471,15.7256035,5.729143,10.306585,7.811789,14.42513,10.269857
22.725398,21.038471,16.5985055,5.729143,10.471613,8.613298,14.8258845,11.186057
21.460777,21.344898,15.8561765,5.940626,10.251576,7.972091,14.6584945,10.323752
20.090772,19.506333,14.8411185,5.411917,9.591465,7.918657,13.712495,10.808799
18.193841,19.302048,13.535093,6.15211,8.876345,7.437751,13.3698995,10.539328
17.7723,17.974196,13.296818,6.099239,8.821336,6.849977,12.4120865,9.623128
18.088456,18.484908,13.152345,5.993497,8.216234,7.330883,12.9078955,9.461446
16.823835,17.974196,12.2174835,5.464788,7.611132,6.422506,12.198351,9.51534
15.980754,17.259198,11.438383,6.15211,6.896012,6.582808,11.921003,8.706928
16.613065,17.054913,11.6170155,6.046368,6.620966,6.47594,11.7654265,9.030293
16.086139,16.748486,11.463571,5.094692,6.841003,5.995034,11.37176,8.329669
15.769984,15.727061,11.2229795,5.253304,6.675975,6.262204,10.9946325,8.221881
15.980754,16.748486,11.1908415,5.517659,6.400929,5.995034,11.37176,8.329669
17.56153,16.442058,11.9812295,5.094692,6.400929,5.620996,11.031527,8.976398
16.613065,17.259198,11.5620065,4.883208,6.510948,6.048468,11.653833,8.060198
17.13999,16.339916,11.7154505,5.623401,6.290911,5.514128,10.927022,8.86861
15.875369,16.748486,11.1656535,5.041821,6.455938,5.9416,11.345043,8.437457
15.453829,15.829203,11.092407,4.671724,6.730985,5.9416,10.8854015,7.844622
15.664599,16.442058,11.0877735,4.830337,6.510948,5.834732,11.138395,8.275775
16.086139,16.952771,11.0785065,5.094692,6.070874,5.727864,11.3403175,8.167987
15.980754,16.544201,11.383374,5.094692,6.785994,5.193524,10.8688625,7.898516
15.980754,16.544201,11.383374,5.094692,6.785994,5.193524,10.8688625,7.898516
15.980754,15.522776,11.328365,5.200434,6.675976,4.766052,10.144414,8.006304
17.13999,16.544201,12.183029,5.306175,7.226068,4.979788,10.7619945,8.006304
17.13999,16.033488,11.825469,4.830337,6.510948,5.033222,10.533355,7.95241
17.666915,16.033488,12.1439405,5.094692,6.620966,5.353826,10.693657,7.305681
16.718449,15.318491,11.3946615,5.411917,6.070874,5.14009,10.2292905,7.467363
16.402294,14.603493,11.1265655,4.618853,5.850837,4.60575,9.6046215,7.95241
15.137673,15.420633,10.4667505,5.200434,5.795828,4.60575,10.0131915,7.95241
15.453829,14.092781,10.4598005,5.411917,5.465772,4.231712,9.1622465,7.629045
16.613064,15.216348,11.1494365,4.671724,5.685809,3.911109,9.5637285,7.521257
15.980754,15.114206,10.8332815,5.253304,5.685809,4.017976,9.566091,7.790728
16.507679,13.990638,10.904212,4.513112,5.300745,4.124844,9.057741,6.497269
15.137673,14.092781,10.0816855,4.565983,5.025698,3.804241,8.948511,6.605057
14.926903,14.194923,10.2238425,5.041821,5.520782,3.643939,8.919431,6.766739
15.243059,14.501351,10.1618835,4.354499,5.080708,3.857675,9.179513,7.251787
13.978438,13.275641,9.227022,4.354499,4.475606,3.697373,8.486507,7.251787
12.608432,12.662786,8.459505,4.671724,4.310578,3.056165,7.8594755,6.173904
11.765352,12.560643,7.900442,4.460241,4.035532,3.216467,7.888555,6.551163
10.816886,12.560643,7.0136395,4.195886,3.210393,2.788995,7.674819,6.227798
9.65765,12.560643,6.103966,4.090144,2.550282,1.934052,7.2473475,5.149916
10.606116,12.764928,6.743227,4.618853,2.880338,2.254656,7.509792,4.934339
11.343811,13.786353,7.08457,3.614306,2.825329,2.094354,7.9403535,5.096022
12.503047,13.479926,7.49916,4.195886,2.495273,2.735561,8.1077435,5.20381
12.713817,14.807778,8.1546375,4.037273,3.595458,2.575259,8.6915185,5.149916
11.554581,14.705636,7.5750195,3.931532,3.595458,2.682127,8.6938815,5.257704
11.554581,13.275641,7.327478,3.772919,3.100375,1.987486,7.6315635,4.880445
11.133041,11.845646,6.59412,4.037273,2.055199,1.613448,6.729547,4.125927
10.395346,11.947788,6.060245,3.772919,1.725144,1.292844,6.620316,3.910351
10.711501,11.232791,6.2183225,3.561435,1.725144,1.453146,6.3429685,3.910351
10.395346,10.824221,5.922722,3.614306,1.450098,0.97224,5.8982305,3.694774
10.395346,10.824221,5.922722,3.614306,1.450098,0.97224,5.8982305,3.694774
9.552266,10.824221,5.446173,4.037273,1.34008,0.97224,5.8982305,3.694774
9.130725,10.722079,5.0978795,3.720048,1.065034,1.613447,6.167763,2.994151
9.44688,11.232791,5.090929,3.244209,0.734978,0.70507,5.9689305,3.048045
9.02534,10.722079,4.880159,2.926984,0.734978,1.025673,5.873876,3.048045
9.552266,11.028506,5.1711265,3.085597,0.789987,0.865372,5.946939,2.886362
9.02534,10.824221,5.0726915,3.455693,1.120043,1.346277,6.085249,3.37141
8.919955,10.415651,5.1850265,3.191338,1.450098,0.918806,5.6672285,2.72468
8.919955,10.415651,4.9649895,2.874113,1.010024,0.811938,5.6137945,2.832468
8.498415,10.313509,4.7542195,3.29708,1.010024,0.491334,5.4024215,2.778574
9.02534,10.313509,4.9901775,3.561435,0.955015,0.651636,5.4825725,2.994151
8.076875,11.232791,4.4884405,3.032726,0.900006,0.758504,5.9956475,2.616892
7.549949,9.598511,4.032445,2.874113,0.514941,0.277598,4.9380545,3.101939
7.866105,9.802796,4.273037,2.874113,0.679969,0.758504,5.28065,2.778574
7.76072,8.679229,3.890289,3.032726,0.019858,0.117296,4.3982625,2.239633
7.97149,9.598511,3.8856555,2.398275,-0.200179,0.384466,4.9914885,2.293527
8.076875,9.598511,4.2684035,2.451146,0.459932,0.224164,4.9113375,2.077951
7.76072,9.087799,3.890289,2.292533,0.019858,0.544768,4.8162835,2.670786
